lead_id,channel,message_text,message_hour,message_length,high_intent_flag,prev_contacts,response_gap_hrs,replied
KLS_05910,Phone Inquiry,unemployed better career prospects not doing further education,12,62,0,2,90.89,0
KLS_05911,Phone Inquiry,unemployed better career prospects will revert after reading the email,19,70,0,0,84.58,1
KLS_05912,Phone Inquiry,unemployed better career prospects graduation in progress,16,57,0,2,103.78,0
KLS_05913,Email,unemployed better career prospects will revert after reading the email,12,70,1,8,62.13,1
KLS_05914,Email,price quote available,13,21,1,3,65.52,1
KLS_05915,Email,unemployed better career prospects will revert after reading the email,9,70,1,15,32.42,1
KLS_05916,Website Chat,unemployed better career prospects,20,34,0,0,100.83,1
KLS_05917,Phone Inquiry,just checking,15,13,1,5,105.9,0
KLS_05918,Website Chat,unemployed better career prospects ringing,11,42,0,0,96.95,0
KLS_05919,Email,unemployed better career prospects ringing,14,42,0,3,95.34,0
KLS_05920,Email,unemployed better career prospects wrong number given,9,53,1,3,67.31,0
KLS_05921,Phone Inquiry,working professional better career prospects closed by horizzon,20,63,1,0,32.46,1
KLS_05922,Phone Inquiry,unemployed better career prospects switched off,10,47,0,2,105.72,0
KLS_05923,Email,unemployed better career prospects ringing,15,42,1,3,82.63,0
KLS_05924,Email,unemployed better career prospects,11,34,1,2,61.55,0
KLS_05925,Email,unemployed better career prospects wrong number given,16,53,1,8,105.1,0
KLS_05926,Email,interested in demo how much,17,27,1,6,102.55,0
KLS_05927,Email,interested in demo how much,15,27,1,13,97.46,0
KLS_05928,Website Chat,unemployed better career prospects graduation in progress,15,57,0,0,100.65,0
KLS_05929,Email,just checking,18,13,0,2,84.65,0
KLS_05930,Email,unemployed better career prospects interested  in full time mba,9,63,1,4,69.28,0
KLS_05931,Phone Inquiry,price quote available,11,21,1,3,46.4,1
KLS_05932,Email,unemployed better career prospects will revert after reading the email,11,70,1,4,48.5,1
KLS_05933,Phone Inquiry,working professional better career prospects will revert after reading the email,20,80,1,2,22.52,1
KLS_05934,Email,unemployed better career prospects ringing,12,42,1,2,84.44,0
KLS_05935,Email,unemployed better career prospects graduation in progress,16,57,1,4,87.43,0
KLS_05936,Email,interested in demo how much,15,27,1,8,102.03,0
KLS_05937,Phone Inquiry,working professional better career prospects will revert after reading the email,10,80,0,0,107.18,1
KLS_05938,Website Chat,unemployed better career prospects,11,34,0,0,104.49,1
KLS_05939,Website Chat,just checking,11,13,0,0,99.18,0
KLS_05940,Phone Inquiry,just checking,12,13,0,1,101.09,0
KLS_05941,Email,interested in demo how much,11,27,1,6,115.69,0
KLS_05942,Website Chat,unemployed better career prospects closed by horizzon,8,53,1,0,55.53,1
KLS_05943,Phone Inquiry,price quote available,18,21,1,4,69.95,0
KLS_05944,Email,unemployed better career prospects,20,34,1,11,74.06,1
KLS_05945,Email,interested in demo how much,11,27,1,11,56.49,1
KLS_05946,Email,just checking,11,13,0,2,89.29,0
KLS_05947,Phone Inquiry,unemployed better career prospects will revert after reading the email,8,70,1,2,43.57,1
KLS_05948,Email,unemployed better career prospects graduation in progress,15,57,0,2,99.17,0
KLS_05949,Phone Inquiry,unemployed better career prospects invalid number,17,49,0,2,102.18,0
KLS_05950,Email,unemployed better career prospects ringing,10,42,1,6,97.62,0
KLS_05951,Email,unemployed better career prospects already a student,10,52,0,3,92.05,0
KLS_05952,Email,unemployed better career prospects will revert after reading the email,17,70,1,14,25.75,1
KLS_05953,Website Chat,unemployed better career prospects,15,34,0,0,104.61,1
KLS_05954,Phone Inquiry,price quote available,8,21,1,5,40.62,0
KLS_05955,Email,unemployed better career prospects ringing,15,42,1,4,90.5,0
KLS_05956,Website Chat,unemployed better career prospects,11,34,0,0,91.35,1
KLS_05957,Email,interested in demo how much,12,27,1,7,85.34,0
KLS_05958,Phone Inquiry,unemployed better career prospects ringing,16,42,0,3,93.33,0
KLS_05959,Website Chat,just checking,17,13,0,0,89.92,0
KLS_05960,Email,unemployed better career prospects will revert after reading the email,12,70,0,0,99.99,1
KLS_05961,Website Chat,unemployed better career prospects,19,34,0,0,96.01,1
KLS_05962,Email,unemployed better career prospects,12,34,1,2,73.22,1
KLS_05963,Website Chat,just checking,17,13,0,0,99.16,0
KLS_05964,Email,working professional better career prospects will revert after reading the email,13,80,1,20,63.71,1
KLS_05965,Website Chat,unemployed better career prospects,18,34,0,0,92.15,1
KLS_05966,Email,unemployed better career prospects ringing,19,42,0,3,86.13,0
KLS_05967,Email,just checking,9,13,1,4,90.37,0
KLS_05968,Email,just checking,19,13,1,4,92.03,1
KLS_05969,Website Chat,unemployed better career prospects will revert after reading the email,17,70,0,0,97.89,1
KLS_05970,Website Chat,just checking,17,13,0,0,98.91,0
KLS_05971,Website Chat,just checking,10,13,0,0,98.83,0
KLS_05972,Phone Inquiry,unemployed better career prospects will revert after reading the email,17,70,0,2,106.2,0
KLS_05973,Phone Inquiry,unemployed better career prospects ringing,18,42,1,5,90.41,0
KLS_05974,Email,interested in demo how much,11,27,1,10,98.39,0
KLS_05975,Email,working professional better career prospects will revert after reading the email,20,80,1,5,61.43,1
KLS_05976,Phone Inquiry,unemployed better career prospects will revert after reading the email,8,70,1,2,40.94,1
KLS_05977,Website Chat,just checking,10,13,0,0,99.59,0
KLS_05978,Email,unemployed better career prospects ringing,14,42,1,4,55.11,0
KLS_05979,Email,unemployed better career prospects will revert after reading the email,14,70,1,2,12.27,1
KLS_05980,Phone Inquiry,just checking,15,13,1,5,102.66,0
KLS_05981,Phone Inquiry,just checking,8,13,1,5,104.44,0
KLS_05982,Email,unemployed better career prospects interested in other courses,20,62,0,1,90.75,0
KLS_05983,Email,unemployed better career prospects will revert after reading the email,8,70,1,5,60.86,1
KLS_05984,Email,unemployed better career prospects invalid number,10,49,1,6,83.72,0
KLS_05985,Website Chat,unemployed better career prospects will revert after reading the email,8,70,0,0,100.17,1
KLS_05986,Phone Inquiry,just checking,14,13,0,2,85.01,0
KLS_05987,Website Chat,price quote available,19,21,1,1,34.38,0
KLS_05988,Phone Inquiry,just checking,15,13,0,2,94.17,0
KLS_05989,Email,unemployed better career prospects switched off,17,47,1,8,94.35,0
KLS_05990,Phone Inquiry,interested in demo how much,8,27,1,6,84.93,0
KLS_05991,Email,unemployed better career prospects will revert after reading the email,14,70,0,3,87.22,1
KLS_05992,Email,unemployed better career prospects will revert after reading the email,13,70,1,6,59.65,1
KLS_05993,Phone Inquiry,just checking,13,13,0,2,94.97,0
KLS_05994,Phone Inquiry,working professional better career prospects will revert after reading the email,9,80,1,2,47.2,1
KLS_05995,Email,interested in demo how much,15,27,1,19,67.6,0
KLS_05996,Phone Inquiry,unemployed better career prospects closed by horizzon,13,53,1,2,84.17,1
KLS_05997,Phone Inquiry,unemployed better career prospects ringing,16,42,0,2,94.59,0
KLS_05998,Email,unemployed better career prospects ringing,13,42,1,11,69.2,0
KLS_05999,Phone Inquiry,unemployed better career prospects ringing,10,42,1,3,81.05,0
KLS_06000,Email,unemployed better career prospects graduation in progress,15,57,0,1,91.54,0
KLS_06001,Phone Inquiry,price quote available,10,21,1,2,75.05,0
KLS_06002,Phone Inquiry,unemployed better career prospects will revert after reading the email,18,70,1,2,87.27,1
KLS_06003,Phone Inquiry,unemployed better career prospects will revert after reading the email,15,70,1,7,59.49,1
KLS_06004,Phone Inquiry,unemployed better career prospects ringing,10,42,1,2,79.44,0
KLS_06005,Website Chat,unemployed better career prospects lost to eins,20,47,1,2,52.28,1
KLS_06006,Email,unemployed better career prospects invalid number,13,49,1,6,92.57,0
KLS_06007,Website Chat,unemployed better career prospects invalid number,9,49,0,3,100.45,0
KLS_06008,Email,price quote available,15,21,1,5,33.01,1
KLS_06009,Phone Inquiry,unemployed better career prospects closed by horizzon,11,53,1,3,64.91,1
KLS_06010,Email,working professional better career prospects will revert after reading the email,17,80,1,14,94.13,1
KLS_06011,Website Chat,unemployed better career prospects,17,34,0,0,105.38,1
KLS_06012,Phone Inquiry,unemployed better career prospects will revert after reading the email,20,70,0,0,101.47,0
KLS_06013,Phone Inquiry,just checking,13,13,1,2,91.7,0
KLS_06014,Phone Inquiry,unemployed better career prospects busy,13,39,0,2,85.22,0
KLS_06015,Phone Inquiry,unemployed better career prospects closed by horizzon,16,53,0,1,90.9,1
KLS_06016,Website Chat,unemployed better career prospects,10,34,0,0,100.79,1
KLS_06017,Phone Inquiry,student better career prospects closed by horizzon,14,50,1,3,39.41,1
KLS_06018,Email,just checking,14,13,1,3,81.35,0
KLS_06019,Phone Inquiry,just checking,9,13,0,3,103.51,0
KLS_06020,Email,interested in demo how much,12,27,1,10,35.3,1
KLS_06021,Website Chat,unemployed better career prospects will revert after reading the email,18,70,0,0,97.33,1
KLS_06022,Phone Inquiry,unemployed better career prospects ringing,18,42,1,4,86.53,0
KLS_06023,Phone Inquiry,just checking,9,13,0,3,87.11,0
KLS_06024,Email,unemployed better career prospects ringing,9,42,1,4,99.07,0
KLS_06025,Email,interested in demo how much,11,27,1,13,68.08,0
KLS_06026,Phone Inquiry,unemployed better career prospects closed by horizzon,18,53,0,0,97.06,1
KLS_06027,Email,unemployed better career prospects,9,34,1,4,87.65,0
KLS_06028,Phone Inquiry,unemployed better career prospects closed by horizzon,16,53,1,2,35.13,1
KLS_06029,Email,unemployed better career prospects graduation in progress,9,57,0,3,88.48,0
KLS_06030,Phone Inquiry,just checking,15,13,1,1,88.5,0
KLS_06031,Email,unemployed better career prospects wrong number given,12,53,1,7,43.55,0
KLS_06032,Website Chat,just checking,17,13,0,0,111.67,0
KLS_06033,Email,unemployed better career prospects switched off,11,47,0,2,91.68,0
KLS_06034,Email,just checking,15,13,0,3,86.49,0
KLS_06035,Email,just checking,11,13,0,2,93.25,0
KLS_06036,Email,unemployed better career prospects ringing,16,42,1,2,78.94,0
KLS_06037,Email,unemployed better career prospects,18,34,0,2,85.97,1
KLS_06038,Phone Inquiry,unemployed better career prospects ringing,9,42,1,4,95.37,0
KLS_06039,Email,unemployed better career prospects switched off,18,47,1,7,99.87,0
KLS_06040,Email,unemployed better career prospects will revert after reading the email,14,70,1,7,33.84,1
KLS_06041,Email,just checking,9,13,0,2,98.64,0
KLS_06042,Email,just checking,12,13,0,2,88.03,0
KLS_06043,Email,just checking,10,13,0,2,104.99,0
KLS_06044,Website Chat,just checking,16,13,0,0,100.28,0
KLS_06045,Email,interested in demo how much,16,27,1,8,97.95,0
KLS_06046,Email,unemployed better career prospects will revert after reading the email,9,70,1,3,32.77,1
KLS_06047,Phone Inquiry,interested in demo how much,13,27,1,19,89.32,0
KLS_06048,Phone Inquiry,just checking,17,13,0,2,96.28,0
KLS_06049,Website Chat,unemployed better career prospects already a student,19,52,0,0,111.92,0
KLS_06050,Email,unemployed better career prospects interested in other courses,13,62,1,5,94.11,0
KLS_06051,Email,interested in demo how much,20,27,1,14,34.75,1
KLS_06052,Website Chat,just checking,14,13,0,0,99.04,0
KLS_06053,Email,unemployed better career prospects busy,12,39,1,5,96.3,0
KLS_06054,Email,unemployed better career prospects,18,34,1,2,51.18,1
KLS_06055,Phone Inquiry,unemployed better career prospects ringing,13,42,1,2,39.53,0
KLS_06056,Phone Inquiry,unemployed better career prospects already a student,13,52,1,5,88.15,0
KLS_06057,Website Chat,just checking,13,13,0,0,96.38,0
KLS_06058,Phone Inquiry,unemployed better career prospects ringing,18,42,0,2,86.16,0
KLS_06059,Email,unemployed better career prospects ringing,17,42,1,6,81.09,0
KLS_06060,Website Chat,unemployed better career prospects,12,34,0,0,100.66,1
KLS_06061,Phone Inquiry,just checking,11,13,1,5,92.31,0
KLS_06062,Website Chat,unemployed better career prospects,13,34,0,0,99.93,1
KLS_06063,Website Chat,unemployed better career prospects,14,34,0,0,97.09,1
KLS_06064,Website Chat,price quote available,11,21,1,3,32.33,0
KLS_06065,Website Chat,unemployed better career prospects,17,34,0,0,97.12,1
KLS_06066,Website Chat,unemployed better career prospects will revert after reading the email,13,70,1,1,60.03,1
KLS_06067,Phone Inquiry,just checking,11,13,1,5,99.69,0
KLS_06068,Phone Inquiry,unemployed better career prospects not doing further education,9,62,1,9,94.74,0
KLS_06069,Email,unemployed better career prospects will revert after reading the email,11,70,1,8,98.09,1
KLS_06070,Email,housewife better career prospects will revert after reading the email,19,69,1,3,70.22,1
KLS_06071,Email,price quote available,11,21,1,3,68.67,0
KLS_06072,Website Chat,just checking,10,13,0,0,97.39,0
KLS_06073,Email,just checking,13,13,1,4,80.78,0
KLS_06074,Website Chat,unemployed better career prospects,11,34,0,0,92.46,1
KLS_06075,Phone Inquiry,price quote available,8,21,1,1,56.13,0
KLS_06076,Phone Inquiry,unemployed better career prospects already a student,11,52,1,1,43.87,0
KLS_06077,Phone Inquiry,price quote available,14,21,1,2,36.36,0
KLS_06078,Website Chat,just checking,14,13,0,0,95.87,0
KLS_06079,Email,just checking,12,13,0,3,86.6,0
KLS_06080,Phone Inquiry,unemployed better career prospects ringing,12,42,1,5,51.86,0
KLS_06081,Email,unemployed better career prospects ringing,20,42,1,6,104.02,0
KLS_06082,Phone Inquiry,unemployed better career prospects ringing,12,42,1,17,49.73,0
KLS_06083,Website Chat,unemployed better career prospects ringing,11,42,0,0,88.74,0
KLS_06084,Website Chat,just checking,11,13,0,0,99.05,0
KLS_06085,Phone Inquiry,unemployed better career prospects will revert after reading the email,13,70,1,6,49.46,1
KLS_06086,Phone Inquiry,unemployed better career prospects ringing,16,42,0,3,97.38,0
KLS_06087,Website Chat,just checking,10,13,0,0,96.86,0
KLS_06088,Email,unemployed better career prospects,16,34,1,8,61.93,1
KLS_06089,Phone Inquiry,unemployed better career prospects ringing,8,42,0,3,96.11,0
KLS_06090,Phone Inquiry,price quote available,12,21,1,2,14.17,0
KLS_06091,Email,interested in demo how much,17,27,1,6,45.0,1
KLS_06092,Phone Inquiry,price quote available,11,21,1,4,0.75,0
KLS_06093,Email,just checking,14,13,1,3,79.35,0
KLS_06094,Email,unemployed better career prospects will revert after reading the email,10,70,1,3,30.26,1
KLS_06095,Email,unemployed better career prospects lost to eins,16,47,1,4,24.53,1
KLS_06096,Email,price quote available,9,21,1,2,46.55,1
KLS_06097,Website Chat,just checking,18,13,0,0,106.13,0
KLS_06098,Phone Inquiry,unemployed better career prospects ringing,10,42,1,2,84.94,0
KLS_06099,Email,unemployed better career prospects ringing,18,42,1,25,101.39,0
KLS_06100,Website Chat,just checking,12,13,0,0,92.1,0
KLS_06101,Phone Inquiry,unemployed better career prospects graduation in progress,16,57,1,4,54.03,1
KLS_06102,Phone Inquiry,unemployed better career prospects interested in other courses,11,62,1,251,96.93,1
KLS_06103,Email,interested in demo how much,19,27,1,7,95.06,0
KLS_06104,Website Chat,just checking,9,13,0,0,104.64,0
KLS_06105,Phone Inquiry,price quote available,10,21,1,1,65.26,0
KLS_06106,Phone Inquiry,unemployed better career prospects ringing,13,42,0,3,100.41,0
KLS_06107,Website Chat,just checking,9,13,0,0,100.84,0
KLS_06108,Phone Inquiry,just checking,10,13,0,2,97.96,0
KLS_06109,Website Chat,just checking,19,13,0,0,94.91,0
KLS_06110,Phone Inquiry,unemployed better career prospects interested  in full time mba,20,63,1,9,92.65,0
KLS_06111,Phone Inquiry,unemployed better career prospects ringing,12,42,1,4,87.38,0
KLS_06112,Phone Inquiry,unemployed better career prospects will revert after reading the email,19,70,1,3,69.3,1
KLS_06113,Email,price quote available,14,21,1,5,42.09,1
KLS_06114,Website Chat,just checking,11,13,0,0,97.07,0
KLS_06115,Email,unemployed better career prospects will revert after reading the email,16,70,1,5,48.81,1
KLS_06116,Website Chat,just checking,15,13,0,0,94.74,0
KLS_06117,Phone Inquiry,unemployed better career prospects will revert after reading the email,20,70,0,2,92.38,1
KLS_06118,Email,just checking,11,13,1,5,89.27,0
KLS_06119,Phone Inquiry,unemployed better career prospects closed by horizzon,15,53,1,0,57.6,1
KLS_06120,Email,price quote available,9,21,1,2,34.2,1
KLS_06121,Website Chat,just checking,9,13,0,0,100.53,0
KLS_06122,Phone Inquiry,unemployed better career prospects interested in other courses,8,62,1,7,89.57,0
KLS_06123,Email,interested in demo how much,20,27,1,8,77.54,0
KLS_06124,Email,unemployed better career prospects will revert after reading the email,17,70,0,0,110.27,1
KLS_06125,Phone Inquiry,working professional better career prospects closed by horizzon,17,63,0,0,102.3,1
KLS_06126,Phone Inquiry,unemployed better career prospects will revert after reading the email,13,70,0,0,96.27,1
KLS_06127,Phone Inquiry,unemployed better career prospects will revert after reading the email,11,70,0,0,102.09,1
KLS_06128,Email,just checking,10,13,0,3,94.92,0
KLS_06129,Email,price quote available,11,21,1,3,71.62,1
KLS_06130,Website Chat,just checking,12,13,0,0,99.36,0
KLS_06131,Email,just checking,16,13,0,3,99.52,0
KLS_06132,Website Chat,just checking,14,13,0,0,89.81,0
KLS_06133,Website Chat,just checking,9,13,0,0,94.72,0
KLS_06134,Phone Inquiry,unemployed better career prospects will revert after reading the email,8,70,1,3,59.64,1
KLS_06135,Website Chat,just checking,9,13,0,0,101.65,0
KLS_06136,Email,just checking,12,13,1,4,90.43,0
KLS_06137,Email,unemployed better career prospects ringing,19,42,1,7,41.07,0
KLS_06138,Email,unemployed better career prospects will revert after reading the email,15,70,1,4,60.98,1
KLS_06139,Email,student better career prospects interested in other courses,17,59,0,2,95.05,0
KLS_06140,Website Chat,just checking,13,13,0,0,105.12,0
KLS_06141,Phone Inquiry,just checking,12,13,0,1,101.38,0
KLS_06142,Website Chat,unemployed better career prospects already a student,9,52,0,0,95.01,0
KLS_06143,Website Chat,student better career prospects already a student,18,49,0,0,94.71,0
KLS_06144,Email,unemployed better career prospects interested in other courses,17,62,1,4,57.78,0
KLS_06145,Phone Inquiry,just checking,10,13,1,2,82.27,0
KLS_06146,Phone Inquiry,just checking,13,13,0,1,87.38,0
KLS_06147,Phone Inquiry,unemployed better career prospects,13,34,1,4,101.42,1
KLS_06148,Email,student better career prospects already a student,15,49,1,2,30.51,0
KLS_06149,Phone Inquiry,unemployed better career prospects will revert after reading the email,19,70,0,0,102.03,1
KLS_06150,Email,unemployed better career prospects will revert after reading the email,14,70,1,4,91.6,1
KLS_06151,Phone Inquiry,interested in demo how much,14,27,1,6,85.42,1
KLS_06152,Email,unemployed better career prospects,9,34,1,2,22.06,1
KLS_06153,Email,unemployed better career prospects interested in other courses,9,62,1,4,75.13,0
KLS_06154,Phone Inquiry,unemployed better career prospects closed by horizzon,10,53,1,0,52.19,1
KLS_06155,Email,unemployed better career prospects interested in other courses,8,62,1,4,92.25,0
KLS_06156,Website Chat,unemployed better career prospects,16,34,0,0,106.36,1
KLS_06157,Email,working professional better career prospects will revert after reading the email,16,80,1,6,52.65,1
KLS_06158,Website Chat,unemployed better career prospects,10,34,0,0,100.31,1
KLS_06159,Email,unemployed better career prospects already a student,17,52,0,3,100.11,0
KLS_06160,Phone Inquiry,unemployed better career prospects already a student,10,52,1,2,83.51,0
KLS_06161,Phone Inquiry,unemployed better career prospects ringing,11,42,0,3,102.76,0
KLS_06162,Email,unemployed better career prospects diploma holder (not eligible),11,64,1,4,39.63,1
KLS_06163,Phone Inquiry,working professional better career prospects will revert after reading the email,12,80,1,2,52.63,1
KLS_06164,Website Chat,student better career prospects already a student,11,49,0,0,100.72,0
KLS_06165,Email,unemployed better career prospects opp hangup,13,45,1,7,85.99,0
KLS_06166,Phone Inquiry,unemployed better career prospects,12,34,1,4,62.36,1
KLS_06167,Website Chat,unemployed better career prospects,20,34,0,0,100.7,1
KLS_06168,Website Chat,student better career prospects already a student,9,49,0,0,94.38,0
KLS_06169,Phone Inquiry,interested in demo how much,10,27,1,6,87.38,0
KLS_06170,Email,unemployed better career prospects will revert after reading the email,9,70,1,3,31.26,1
KLS_06171,Website Chat,unemployed better career prospects,15,34,0,0,100.76,1
KLS_06172,Phone Inquiry,unemployed better career prospects,9,34,1,4,85.54,1
KLS_06173,Email,student better career prospects already a student,17,49,1,3,83.29,0
KLS_06174,Website Chat,student better career prospects already a student,13,49,0,0,103.75,0
KLS_06175,Email,unemployed better career prospects interested in other courses,13,62,1,4,16.94,1
KLS_06176,Website Chat,unemployed better career prospects ringing,14,42,0,0,98.05,0
KLS_06177,Email,unemployed better career prospects,10,34,1,11,51.35,1
KLS_06178,Phone Inquiry,price quote available,10,21,1,3,34.15,1
KLS_06179,Email,working professional better career prospects will revert after reading the email,11,80,1,3,31.2,1
KLS_06180,Website Chat,unemployed better career prospects,14,34,1,4,62.5,1
KLS_06181,Email,unemployed better career prospects interested in other courses,10,62,1,9,95.28,0
KLS_06182,Email,other better career prospects will revert after reading the email,9,65,1,24,58.21,1
KLS_06183,Phone Inquiry,unemployed better career prospects already a student,20,52,1,2,84.1,0
KLS_06184,Email,unemployed better career prospects in confusion whether part time or dlp,8,72,1,3,79.84,1
KLS_06185,Website Chat,just checking,17,13,0,0,102.26,0
KLS_06186,Phone Inquiry,price quote available,17,21,1,2,66.46,1
KLS_06187,Email,unemployed better career prospects ringing,11,42,1,4,42.45,0
KLS_06188,Website Chat,unemployed better career prospects already a student,10,52,0,0,92.23,0
KLS_06189,Email,just checking,10,13,1,2,89.14,0
KLS_06190,Website Chat,unemployed better career prospects already a student,16,52,0,0,92.47,0
KLS_06191,Website Chat,student better career prospects already a student,15,49,0,0,102.01,0
KLS_06192,Phone Inquiry,student,17,7,1,4,89.22,0
KLS_06193,Email,unemployed better career prospects will revert after reading the email,19,70,1,3,27.44,1
KLS_06194,Website Chat,just checking,16,13,0,0,101.75,0
KLS_06195,Email,unemployed better career prospects diploma holder (not eligible),10,64,1,4,90.14,0
KLS_06196,Website Chat,unemployed better career prospects already a student,11,52,0,0,110.55,0
KLS_06197,Phone Inquiry,student better career prospects will revert after reading the email,18,67,1,8,89.04,1
KLS_06198,Phone Inquiry,just checking,10,13,0,2,96.73,0
KLS_06199,Phone Inquiry,unemployed better career prospects will revert after reading the email,9,70,1,3,60.32,1
KLS_06200,Email,unemployed better career prospects already a student,16,52,1,4,83.58,1
KLS_06201,Email,price quote available,12,21,1,3,67.52,1
KLS_06202,Email,unemployed better career prospects interested in other courses,19,62,0,2,102.04,0
KLS_06203,Email,student better career prospects already a student,15,49,1,3,80.38,0
KLS_06204,Website Chat,working professional better career prospects will revert after reading the email,9,80,1,4,98.87,1
KLS_06205,Email,just checking,19,13,1,5,91.52,0
KLS_06206,Phone Inquiry,unemployed better career prospects ringing,11,42,0,2,86.85,0
KLS_06207,Website Chat,just checking,11,13,0,0,103.8,0
KLS_06208,Phone Inquiry,unemployed better career prospects ringing,12,42,1,2,72.66,0
KLS_06209,Phone Inquiry,unemployed better career prospects ringing,9,42,1,2,83.01,0
KLS_06210,Website Chat,unemployed better career prospects invalid number,13,49,0,2,92.69,0
KLS_06211,Phone Inquiry,unemployed better career prospects will revert after reading the email,9,70,1,2,55.13,1
KLS_06212,Website Chat,just checking,12,13,0,0,92.85,0
KLS_06213,Website Chat,just checking,12,13,0,0,106.43,0
KLS_06214,Phone Inquiry,unemployed better career prospects already a student,17,52,0,1,99.37,0
KLS_06215,Phone Inquiry,price quote available,17,21,1,2,35.46,0
KLS_06216,Website Chat,just checking,10,13,0,0,102.15,0
KLS_06217,Phone Inquiry,unemployed better career prospects ringing,12,42,1,7,92.3,0
KLS_06218,Phone Inquiry,unemployed better career prospects ringing,12,42,0,2,97.5,0
KLS_06219,Phone Inquiry,unemployed better career prospects wrong number given,10,53,1,4,91.87,0
KLS_06220,Email,unemployed better career prospects switched off,17,47,1,7,93.51,0
KLS_06221,Phone Inquiry,unemployed better career prospects ringing,16,42,1,9,91.27,0
KLS_06222,Phone Inquiry,price quote available,10,21,1,5,82.24,0
KLS_06223,Phone Inquiry,unemployed better career prospects will revert after reading the email,12,70,1,2,55.99,1
KLS_06224,Phone Inquiry,unemployed better career prospects ringing,9,42,0,2,85.01,0
KLS_06225,Email,unemployed better career prospects invalid number,15,49,0,2,105.66,0
KLS_06226,Website Chat,unemployed better career prospects graduation in progress,9,57,0,0,98.81,0
KLS_06227,Website Chat,just checking,20,13,0,0,97.63,0
KLS_06228,Phone Inquiry,unemployed better career prospects interested  in full time mba,17,63,1,3,68.48,0
KLS_06229,Phone Inquiry,unemployed better career prospects will revert after reading the email,12,70,0,0,101.69,1
KLS_06230,Phone Inquiry,working professional better career prospects will revert after reading the email,14,80,1,9,79.14,1
KLS_06231,Phone Inquiry,unemployed better career prospects not doing further education,19,62,0,2,81.07,0
KLS_06232,Phone Inquiry,unemployed better career prospects graduation in progress,14,57,1,5,81.5,0
KLS_06233,Website Chat,unemployed better career prospects ringing,10,42,0,0,97.51,0
KLS_06234,Email,just checking,12,13,1,5,103.64,0
KLS_06235,Website Chat,unemployed better career prospects lost to others,18,49,0,0,97.15,0
KLS_06236,Website Chat,just checking,15,13,0,0,97.82,0
KLS_06237,Website Chat,unemployed better career prospects interested in other courses,15,62,0,0,95.63,0
KLS_06238,Phone Inquiry,unemployed better career prospects will revert after reading the email,18,70,0,0,106.39,1
KLS_06239,Website Chat,student better career prospects already a student,18,49,0,0,98.14,0
KLS_06240,Email,unemployed better career prospects will revert after reading the email,19,70,1,7,55.55,1
KLS_06241,Website Chat,just checking,9,13,0,0,103.53,0
KLS_06242,Phone Inquiry,unemployed better career prospects closed by horizzon,14,53,0,0,93.1,1
KLS_06243,Phone Inquiry,unemployed better career prospects will revert after reading the email,16,70,1,1,41.66,1
KLS_06244,Website Chat,student better career prospects already a student,16,49,0,0,108.91,0
KLS_06245,Website Chat,unemployed better career prospects,14,34,0,0,102.83,0
KLS_06246,Phone Inquiry,unemployed better career prospects ringing,10,42,0,2,90.52,0
KLS_06247,Phone Inquiry,just checking,17,13,1,5,94.45,0
KLS_06248,Email,unemployed better career prospects already a student,16,52,1,4,99.18,0
KLS_06249,Email,interested in demo how much,9,27,1,8,48.94,0
KLS_06250,Website Chat,just checking,13,13,0,0,102.2,0
KLS_06251,Website Chat,unemployed better career prospects,10,34,0,0,104.52,1
KLS_06252,Website Chat,unemployed better career prospects,11,34,0,0,95.57,1
KLS_06253,Phone Inquiry,just checking,8,13,1,4,101.77,0
KLS_06254,Email,unemployed better career prospects interested in other courses,12,62,0,2,93.61,0
KLS_06255,Website Chat,unemployed better career prospects,14,34,0,0,98.16,1
KLS_06256,Email,unemployed better career prospects closed by horizzon,15,53,1,11,37.12,1
KLS_06257,Website Chat,unemployed better career prospects,15,34,0,0,102.01,1
KLS_06258,Website Chat,student better career prospects already a student,17,49,0,0,96.78,0
KLS_06259,Email,unemployed better career prospects,10,34,1,7,104.28,1
KLS_06260,Website Chat,student better career prospects already a student,9,49,0,0,101.95,0
KLS_06261,Phone Inquiry,unemployed better career prospects ringing,18,42,0,2,104.43,0
KLS_06262,Website Chat,unemployed better career prospects interested in other courses,10,62,0,0,94.58,0
KLS_06263,Phone Inquiry,unemployed better career prospects interested in other courses,20,62,0,2,92.57,0
KLS_06264,Phone Inquiry,price quote available,18,21,1,1,63.98,0
KLS_06265,Email,unemployed better career prospects lost to eins,13,47,1,6,28.28,1
KLS_06266,Phone Inquiry,student better career prospects already a student,20,49,1,9,49.35,0
KLS_06267,Phone Inquiry,unemployed better career prospects busy,9,39,1,4,94.25,0
KLS_06268,Website Chat,unemployed better career prospects ringing,11,42,0,0,97.38,0
KLS_06269,Phone Inquiry,working professional better career prospects will revert after reading the email,15,80,1,2,35.57,1
KLS_06270,Email,student better career prospects already a student,12,49,1,4,86.31,0
KLS_06271,Website Chat,student better career prospects already a student,19,49,0,0,97.91,0
KLS_06272,Email,unemployed better career prospects will revert after reading the email,9,70,1,8,87.01,1
KLS_06273,Email,unemployed better career prospects interested in other courses,14,62,1,7,75.85,0
KLS_06274,Website Chat,just checking,14,13,0,0,103.21,0
KLS_06275,Email,unemployed better career prospects interested in other courses,15,62,0,3,94.83,0
KLS_06276,Email,unemployed better career prospects will revert after reading the email,11,70,1,5,54.1,1
